date,edition,seq,status,chars,url
1919-12-01,ed-1,1,skip,40649,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=1
1919-12-01,ed-1,2,skip,41507,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=2
1919-12-01,ed-1,3,skip,22777,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=3
1919-12-01,ed-1,4,skip,15009,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=4
1919-12-01,ed-1,5,skip,19275,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=5
1919-12-01,ed-1,6,skip,29764,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=6
1919-12-01,ed-1,7,skip,23343,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=7
1919-12-01,ed-1,8,skip,26409,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=8
1919-12-01,ed-1,9,skip,17452,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=9
1919-12-01,ed-1,10,skip,38508,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=10
1919-12-01,ed-1,11,skip,44081,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=11
1919-12-01,ed-1,12,skip,14079,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=12
1919-12-01,ed-1,13,skip,21124,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=13
1919-12-01,ed-1,14,skip,15170,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=14
1919-12-01,ed-1,15,skip,24042,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=15
1919-12-01,ed-1,16,skip,14602,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=16
1919-12-01,ed-1,17,skip,20861,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=17
1919-12-01,ed-1,18,skip,18644,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=18
1919-12-01,ed-1,19,skip,18299,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=19
1919-12-01,ed-1,20,skip,17566,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=20
1919-12-01,ed-1,21,skip,26087,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=21
1919-12-01,ed-1,22,skip,14851,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=22
1919-12-01,ed-1,23,skip,21277,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=23
1919-12-01,ed-1,24,skip,28319,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=24
1919-12-01,ed-1,25,skip,20913,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=25
1919-12-01,ed-1,26,skip,60358,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=26
1919-12-01,ed-1,27,skip,59680,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=27
1919-12-01,ed-1,28,skip,49544,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=28
1919-12-01,ed-1,29,skip,55868,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=29
1919-12-01,ed-1,30,skip,24530,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=30
1919-12-02,ed-1,1,skip,40901,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=1
1919-12-02,ed-1,2,skip,43982,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=2
1919-12-02,ed-1,3,skip,17860,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=3
1919-12-02,ed-1,4,skip,14212,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=4
1919-12-02,ed-1,5,skip,16183,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=5
1919-12-02,ed-1,6,skip,17513,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=6
1919-12-02,ed-1,7,skip,24618,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=7
1919-12-02,ed-1,8,skip,15737,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=8
1919-12-02,ed-1,9,skip,10224,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=9
1919-12-02,ed-1,10,skip,12292,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=10
1919-12-02,ed-1,11,skip,19896,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=11
1919-12-02,ed-1,12,skip,10543,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=12
1919-12-02,ed-1,13,skip,13748,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=13
1919-12-02,ed-1,14,skip,16543,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=14
1919-12-02,ed-1,15,skip,16745,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=15
1919-12-02,ed-1,16,skip,14103,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=16
1919-12-02,ed-1,17,skip,13109,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=17
1919-12-02,ed-1,18,skip,22604,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=18
1919-12-02,ed-1,19,skip,20930,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=19
1919-12-02,ed-1,20,skip,18566,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=20
1919-12-02,ed-1,21,skip,18786,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=21
1919-12-02,ed-1,22,skip,15805,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=22
1919-12-02,ed-1,23,skip,24426,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=23
1919-12-02,ed-1,24,skip,34400,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=24
1919-12-02,ed-1,25,skip,13483,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=25
1919-12-02,ed-1,26,skip,25810,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=26
1919-12-02,ed-1,27,skip,36695,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=27
1919-12-02,ed-1,28,skip,56013,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=28
1919-12-02,ed-1,29,skip,59834,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=29
1919-12-02,ed-1,30,skip,53634,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=30
1919-12-02,ed-1,31,skip,47644,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=31
1919-12-02,ed-1,32,skip,23561,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=32
1919-12-03,ed-1,1,skip,40829,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=1
1919-12-03,ed-1,2,skip,42318,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=2
1919-12-03,ed-1,3,skip,16139,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=3
1919-12-03,ed-1,4,skip,24085,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=4
1919-12-03,ed-1,5,skip,15908,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=5
1919-12-03,ed-1,6,skip,17354,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=6
1919-12-03,ed-1,7,skip,22371,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=7
1919-12-03,ed-1,8,skip,13308,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=8
1919-12-03,ed-1,9,skip,16430,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=9
1919-12-03,ed-1,10,skip,16941,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=10
1919-12-03,ed-1,11,skip,16372,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=11
1919-12-03,ed-1,12,skip,16889,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=12
1919-12-03,ed-1,13,skip,20825,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=13
1919-12-03,ed-1,14,skip,19900,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=14
1919-12-03,ed-1,15,skip,11966,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=15
1919-12-03,ed-1,16,skip,14404,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=16
1919-12-03,ed-1,17,skip,23664,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=17
1919-12-03,ed-1,18,skip,15786,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=18
1919-12-03,ed-1,19,skip,18069,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=19
1919-12-03,ed-1,20,skip,14508,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=20
1919-12-03,ed-1,21,skip,15922,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=21
1919-12-03,ed-1,22,skip,18151,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=22
1919-12-03,ed-1,23,skip,13748,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=23
1919-12-03,ed-1,24,skip,35637,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=24
1919-12-03,ed-1,25,skip,17200,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=25
1919-12-03,ed-1,26,skip,22349,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=26
1919-12-03,ed-1,27,skip,36823,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=27
1919-12-03,ed-1,28,skip,53711,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=28
1919-12-03,ed-1,29,skip,56957,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=29
1919-12-03,ed-1,30,skip,55299,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=30
1919-12-03,ed-1,31,skip,58472,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=31
1919-12-03,ed-1,32,skip,24291,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=32
1919-12-04,ed-1,1,skip,42284,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=1
1919-12-04,ed-1,2,skip,38596,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=2
1919-12-04,ed-1,3,skip,20207,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=3
1919-12-04,ed-1,4,skip,13884,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=4
1919-12-04,ed-1,5,skip,14162,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=5
1919-12-04,ed-1,6,skip,18374,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=6
1919-12-04,ed-1,7,skip,21546,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=7
1919-12-04,ed-1,8,skip,18972,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=8
1919-12-04,ed-1,9,skip,16721,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=9
1919-12-04,ed-1,10,skip,10387,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=10
1919-12-04,ed-1,11,skip,12040,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=11
1919-12-04,ed-1,12,skip,16006,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=12
1919-12-04,ed-1,13,skip,17375,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=13
1919-12-04,ed-1,14,skip,31943,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=14
1919-12-04,ed-1,15,skip,21258,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=15
1919-12-04,ed-1,16,skip,18684,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=16
1919-12-04,ed-1,17,skip,23153,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=17
1919-12-04,ed-1,18,skip,13277,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=18
1919-12-04,ed-1,19,skip,12998,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=19
1919-12-04,ed-1,20,skip,17863,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=20
1919-12-04,ed-1,21,skip,15032,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=21
1919-12-04,ed-1,22,skip,19652,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=22
1919-12-04,ed-1,23,skip,16266,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=23
1919-12-04,ed-1,24,skip,15440,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=24
1919-12-04,ed-1,25,skip,27901,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=25
1919-12-04,ed-1,26,skip,39910,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=26
1919-12-04,ed-1,27,skip,27224,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=27
1919-12-04,ed-1,28,skip,57252,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=28
1919-12-04,ed-1,29,skip,59808,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=29
1919-12-04,ed-1,30,skip,56309,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=30
1919-12-04,ed-1,31,skip,57638,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=31
1919-12-04,ed-1,32,skip,19297,https://www.loc.gov/resource/sn83045462/1919-12-04/ed-1/?sp=32
1919-12-05,ed-1,1,skip,34985,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=1
1919-12-05,ed-1,2,skip,42760,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=2
1919-12-05,ed-1,3,skip,20079,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=3
1919-12-05,ed-1,4,skip,13724,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=4
1919-12-05,ed-1,5,skip,12768,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=5
1919-12-05,ed-1,6,skip,18898,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=6
1919-12-05,ed-1,7,skip,23404,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=7
1919-12-05,ed-1,8,skip,14343,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=8
1919-12-05,ed-1,9,skip,19344,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=9
1919-12-05,ed-1,10,skip,14021,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=10
1919-12-05,ed-1,11,skip,24421,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=11
1919-12-05,ed-1,12,skip,20581,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=12
1919-12-05,ed-1,13,skip,13277,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=13
1919-12-05,ed-1,14,skip,18440,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=14
1919-12-05,ed-1,15,skip,16267,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=15
1919-12-05,ed-1,16,skip,14322,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=16
1919-12-05,ed-1,17,skip,848,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=17
1919-12-05,ed-1,18,skip,18942,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=18
1919-12-05,ed-1,19,skip,5729,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=19
1919-12-05,ed-1,20,skip,26911,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=20
1919-12-05,ed-1,21,skip,23908,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=21
1919-12-05,ed-1,22,skip,16280,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=22
1919-12-05,ed-1,23,skip,11766,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=23
1919-12-05,ed-1,24,skip,20367,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=24
1919-12-05,ed-1,25,skip,20918,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=25
1919-12-05,ed-1,26,skip,16982,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=26
1919-12-05,ed-1,27,skip,10052,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=27
1919-12-05,ed-1,28,skip,14939,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=28
1919-12-05,ed-1,29,skip,14524,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=29
1919-12-05,ed-1,30,skip,14849,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=30
1919-12-05,ed-1,31,skip,30516,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=31
1919-12-05,ed-1,32,skip,21713,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=32
1919-12-05,ed-1,33,skip,4125,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=33
1919-12-05,ed-1,34,skip,16446,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=34
1919-12-05,ed-1,35,skip,15029,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=35
1919-12-05,ed-1,36,skip,11091,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=36
1919-12-05,ed-1,37,skip,18547,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=37
1919-12-05,ed-1,38,skip,54616,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=38
1919-12-05,ed-1,39,skip,60345,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=39
1919-12-05,ed-1,40,skip,51296,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=40
1919-12-05,ed-1,41,skip,50232,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=41
1919-12-05,ed-1,42,skip,15975,https://www.loc.gov/resource/sn83045462/1919-12-05/ed-1/?sp=42
1919-12-01,ed-1,1,skip,40649,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=1
1919-12-01,ed-1,2,skip,41507,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=2
1919-12-01,ed-1,3,skip,22777,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=3
1919-12-01,ed-1,4,skip,15009,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=4
1919-12-01,ed-1,5,skip,19275,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=5
1919-12-01,ed-1,6,skip,29764,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=6
1919-12-01,ed-1,7,skip,23343,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=7
1919-12-01,ed-1,8,skip,26409,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=8
1919-12-01,ed-1,9,skip,17452,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=9
1919-12-01,ed-1,10,skip,38508,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=10
1919-12-01,ed-1,11,skip,44081,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=11
1919-12-01,ed-1,12,skip,14079,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=12
1919-12-01,ed-1,13,skip,21124,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=13
1919-12-01,ed-1,14,skip,15170,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=14
1919-12-01,ed-1,15,skip,24042,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=15
1919-12-01,ed-1,16,skip,14602,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=16
1919-12-01,ed-1,17,skip,20861,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=17
1919-12-01,ed-1,18,skip,18644,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=18
1919-12-01,ed-1,19,skip,18299,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=19
1919-12-01,ed-1,20,skip,17566,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=20
1919-12-01,ed-1,21,skip,26087,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=21
1919-12-01,ed-1,22,skip,14851,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=22
1919-12-01,ed-1,23,skip,21277,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=23
1919-12-01,ed-1,24,skip,28319,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=24
1919-12-01,ed-1,25,skip,20913,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=25
1919-12-01,ed-1,26,skip,60358,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=26
1919-12-01,ed-1,27,skip,59680,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=27
1919-12-01,ed-1,28,skip,49544,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=28
1919-12-01,ed-1,29,skip,55868,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=29
1919-12-01,ed-1,30,skip,24530,https://www.loc.gov/resource/sn83045462/1919-12-01/ed-1/?sp=30
1919-12-02,ed-1,1,skip,40901,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=1
1919-12-02,ed-1,2,skip,43982,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=2
1919-12-02,ed-1,3,skip,17860,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=3
1919-12-02,ed-1,4,skip,14212,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=4
1919-12-02,ed-1,5,skip,16183,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=5
1919-12-02,ed-1,6,skip,17513,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=6
1919-12-02,ed-1,7,skip,24618,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=7
1919-12-02,ed-1,8,skip,15737,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=8
1919-12-02,ed-1,9,skip,10224,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=9
1919-12-02,ed-1,10,skip,12292,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=10
1919-12-02,ed-1,11,skip,19896,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=11
1919-12-02,ed-1,12,skip,10543,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=12
1919-12-02,ed-1,13,skip,13748,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=13
1919-12-02,ed-1,14,skip,16543,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=14
1919-12-02,ed-1,15,skip,16745,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=15
1919-12-02,ed-1,16,skip,14103,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=16
1919-12-02,ed-1,17,skip,13109,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=17
1919-12-02,ed-1,18,skip,22604,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=18
1919-12-02,ed-1,19,skip,20930,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=19
1919-12-02,ed-1,20,skip,18566,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=20
1919-12-02,ed-1,21,skip,18786,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=21
1919-12-02,ed-1,22,skip,15805,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=22
1919-12-02,ed-1,23,skip,24426,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=23
1919-12-02,ed-1,24,skip,34400,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=24
1919-12-02,ed-1,25,skip,13483,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=25
1919-12-02,ed-1,26,skip,25810,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=26
1919-12-02,ed-1,27,skip,36695,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=27
1919-12-02,ed-1,28,skip,56013,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=28
1919-12-02,ed-1,29,skip,59834,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=29
1919-12-02,ed-1,30,skip,53634,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=30
1919-12-02,ed-1,31,skip,47644,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=31
1919-12-02,ed-1,32,skip,23561,https://www.loc.gov/resource/sn83045462/1919-12-02/ed-1/?sp=32
1919-12-03,ed-1,1,skip,40829,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=1
1919-12-03,ed-1,2,skip,42318,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=2
1919-12-03,ed-1,3,skip,16139,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=3
1919-12-03,ed-1,4,skip,24085,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=4
1919-12-03,ed-1,5,skip,15908,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=5
1919-12-03,ed-1,6,skip,17354,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=6
1919-12-03,ed-1,7,skip,22371,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=7
1919-12-03,ed-1,8,skip,13308,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=8
1919-12-03,ed-1,9,skip,16430,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=9
1919-12-03,ed-1,10,skip,16941,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=10
1919-12-03,ed-1,11,skip,16372,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=11
1919-12-03,ed-1,12,skip,16889,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=12
1919-12-03,ed-1,13,skip,20825,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=13
1919-12-03,ed-1,14,skip,19900,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=14
1919-12-03,ed-1,15,skip,11966,https://www.loc.gov/resource/sn83045462/1919-12-03/ed-1/?sp=15
